male,0,12748
male,0,198516
male,629,22199
male,0,2523
male,5027,104585
male,0,96333
male,11005,30418
male,550,26572
male,0,12178
male,1121,55465
male,492,36192
male,0,16471
male,0,17453
male,1483,86147
male,16062,41443
male,11565,63077
male,172,120
male,5661,11570
male,469,565
male,51,414
male,23872,33597
male,304,1730
male,489,1340
male,960,19827
male,1939,2076
male,2558,3214
male,41,74375
male,11500,113118
male,23,61126
male,23317,67850
male,52335,104553
male,113,67063
male,42,28465
male,972,891
male,1094,5699
male,0,212554
male,128,861
male,15,41984
male,1933,65630
male,24,303185
male,3431,6050
male,81298,72889
male,5248,14543
male,5763,12823
male,20,282
male,104,1708
male,1931,25132
male,0,271
male,0,198516
male,3978,1100
male,1022,5610
male,1955,4014
male,203,584
male,5578,298853
male,2378,73863
male,11560,234939
male,577,5627
male,163,9293
male,3536,49325
male,3148,7545
male,141,4692
male,583,22807
male,0,88880
male,1862,2501
male,4436,8081
male,1095,341
male,44199,53693
male,80,307725
male,2317,9166
male,0,61
male,22369,32457
male,197,1551
male,579,1950
male,4800,36224
male,2636,35824
male,38,32233
male,0,2586
male,21,51283
male,6,4328
male,65914,29068
male,90747,35514
male,12270,7713
male,68,17760
male,35,11
male,207,369
male,0,113360
male,0,11340
male,14320,11250
male,675,3980
male,3260,241
male,7254,36748
male,50,4292
male,2442,23060
male,8415,40722
male,1367,1238
male,4750,10017
male,389,6105
male,0,52
male,13542,33512
male,7,100353
male,2929,8034
male,14,700
male,1212,7052
male,770,126688
male,53,20630
male,18,1882
male,5096,135291
male,927,5557
male,2124,5683
male,4754,72584
male,207,251
male,868,3105
male,7,190
male,1314,14764
male,0,2677
male,5746,4177
male,2357,123581
male,0,112699
male,329,40490
male,0,18
male,3729,4151
male,2,13262
male,3674,877
male,38242,30058
male,118,28142
male,1,40707
male,0,210305
male,36706,68623
male,201,15004
male,219586,31588
male,67,954
male,24653,49711
male,2335,9514
male,756,1360
male,1016,13296
male,2066,79975
male,1725,26564
male,165,86566
male,0,16
male,1182,3352
male,8667,10401
male,5061,85716
male,7499,7665
male,219,769
male,902,44413
male,309,589
male,199,10650
male,174,37783
male,3950,3850
male,21,51283
male,0,540
male,751,154585
male,24702,34526
male,5,2279
male,3410,35164
male,63,3964
male,966,7434
male,0,178353
male,0,113161
male,0,1962
male,0,2382
male,10230,3759
male,6432,20618
male,35415,27861
male,0,112916
male,2859,6327
male,0,112932
male,21441,4562
male,31261,20973
male,1211,2188
male,3,16273
male,0,112943
male,9205,45240
male,124,733
male,72,119
male,37,3935
male,32137,72252
male,1257,6744
male,18334,92760
male,8167,13129
male,126,8237
male,0,113257
male,104,8110
male,1159,8233
male,137,15582
male,7,13
male,1233,395
male,458,1341
male,4,162595
male,3319,20517
male,275,418
male,70,5946
male,3787,3242
male,616,17280
male,6182,4933
male,8,68
male,0,1826
male,7363,15025
male,0,496
male,0,6516
male,5831,9169
male,68072,9923
male,18,1476
male,7570,9213
male,360,4294
male,1866,7391
male,190,131817
male,3,4148
male,113,47991
male,1742,6492
male,7215,692
male,13,1546
male,17066,63058
male,21,77
male,0,5738
male,182,3141
male,44,471
male,53,1125
male,2405,123285
male,0,11500
male,570,8321
male,2892,4408
male,431,35833
male,729,75236
male,3048,20854
male,339,1082
male,8671,200556
male,5,746
male,1015,40554
male,4,4306
male,179,1248
male,4,1513
male,7,26005
male,0,43482
male,338,3358
male,12448,75289
male,1151,127830
male,3,38991
male,454,5445
male,0,4
male,3776,6250
male,5157,8476
male,0,3618
male,53,9524
male,644,795
male,729,1811
male,0,2
male,0,15962
male,598,3819
male,4478,8636
male,701,434
male,572,207
male,23,2478
male,54,244
male,415,15826
male,1032,1738
male,44214,76724
male,23,138420
male,5179,31377
male,0,52829
male,1180,10159
male,0,8963
male,1623,55769
male,5,10424
male,177,63325
male,7745,19752
male,303,2436
male,0,81148
male,4213,29153
male,7,26005
male,0,2961
male,2944,1398
male,22281,25345
male,614,12198
male,1122,465
male,1130,10147
male,171,11080
male,3665,103696
male,2725,9872
male,28,313
male,216,4612
male,15846,78042
male,23,138420
male,11344,12838
male,52,1050
male,13662,84124
male,2361,10752
male,0,62781
male,1421,9520
male,26,587
male,378,6860
male,13033,6019
male,208,20197
male,614,15945
male,4126,462
male,7,1002
male,449,1845
male,2606,6769
male,5247,13519
male,1542,3000
male,0,496
male,405,1417
male,2345,231321
male,5601,40615
male,0,102962
male,239,340
male,321,5235
male,9,11373
male,199,70148
male,55,37268
male,150,823
male,1305,4205
male,27,9785
male,1658,2209
male,155,91
male,43,20393
male,10432,30112
male,164,110
male,2,70735
male,9797,70054
male,23,138420
male,2971,7273
male,24,84079
male,1310,7524
male,4763,8253
male,63466,50662
male,2759,37764
male,979,2405
male,58,5006
male,222,5497
male,6985,3180
male,404,3452
male,45,451
male,10199,33736
male,591,111
male,2331,4445
male,4896,2512
male,542,5613
male,1874,10254
male,1,93
male,1160,250
male,2,754
male,0,123964
male,81,873
male,5,129
male,1643,6908
male,18,1083
male,10849,38836
male,5599,12678
male,6849,9694
male,1297,7311
male,45005,337245
male,269,10257
male,23,138420
male,37731,25168
male,1374,3185
male,1,396
male,687,38895
male,2008,53612
male,16031,15840
male,28,3794
male,392,3008
male,1,309720
male,25,1629
male,1,683
male,898,8316
male,4507,13504
male,0,1646
male,2321,9097
male,5033,95346
male,14,2401
male,203,1774
male,13,75251
male,136443,45362
male,69395,36601
male,1316,2263
male,1320,15434
male,24,10
male,1170,15
male,30,7842
male,23,138420
male,1044,17248
male,0,310780
male,79060,32102
male,3939,3570
male,337,38250
male,56,17130
male,11,13429
male,417,474
male,0,1
male,1507,46940
male,11988,147086
male,1114,7282
male,8960,19513
male,36,477
male,20450,19308
male,440,36781
male,17,4313
male,113,3059
male,240,21804
male,43,65897
male,6545,8755
male,1033,2098
male,0,324
male,0,296199
male,296,1259
male,299,1092
male,461,6857
male,23,2108
male,7149,42835
male,578,370
male,4204,4417
male,3777,5679
male,3253,9327
male,1802,4420
male,0,529
male,0,195335
male,3859,3897
male,141,6812
male,58,25
male,153,6073
male,465,162723
male,1729,13955
male,9007,56748
male,1957,8266
male,858,57755
male,4089,10416
male,765,4978
male,0,29172
male,1567,4396
male,74,56
male,0,369
male,4446,2024
male,0,8468
male,31,148
male,106,87569
male,532,15412
male,2,2770
male,702,31425
male,22,42160
male,1,1570
male,5,27692
male,0,2
male,72,3004
male,19907,11603
male,5170,1224
male,1538,5571
male,640,3595
male,1,22
male,790,600
male,12849,20837
male,2304,1032282
male,2,13650
male,509,5731
male,1591,26614
male,3466,86572
male,2969,11673
male,70,196
male,220,255391
male,3504,204027
male,0,579
male,1,34
male,30,380
male,5204,15571
male,2458,2835
male,0,6978
male,240,1562
male,4218,1722
male,3,81
male,520,2253
male,1576,7026
male,113,9888
male,439,44271
male,104,8110
male,140,39343
male,766,8476
male,10840,35328
male,182,1046
male,1665,29882
male,950,12163
male,445,1570
male,8510,26012
male,101,9430
male,1951,1075
male,62,101
male,0,12771
male,4442,14878
male,362,26837
male,2752,39805
male,0,1390
male,97,625
male,1196,4420
male,0,18841
male,18,777
male,14290,9188
male,10325,15625
male,0,6030
male,4320,27011
male,5,6101
male,23,47101
male,1554,1279
male,665,67793
male,0,1417
male,4763,37109
male,1956,28286
male,6313,71924
male,40,242
male,267,7635
male,20518,25074
male,6,34109
male,482,41117
male,3410,36746
male,65,91023
male,434,44365
male,1403,20218
male,61063,31586
male,13261,954
male,12,152
male,47952,186528
male,24,10607
male,4106,10109
male,194,1098
male,14639,17905
male,140,190
male,0,8
male,12999,15774
male,315,12452
male,36,8952
male,670,2085
male,144,8170
male,18698,22930
male,0,1538
male,15831,60172
male,13,6780
male,1263,20739
male,20,6625
male,985,3707
male,1517,10372
male,267,897
male,5,38
male,0,273
male,31,165950
male,9409,3078
male,0,15103
male,668,5344
male,347,11257
male,63,42128
male,3687,9860
male,0,49924
male,4382,35721
male,1130,989
male,576,38919
male,29325,50261
male,7617,6016
male,10812,121811
male,15676,18077
male,2442,23403
male,8,34181
male,2,39
male,7609,10444
male,484,3072
male,162,7972
male,0,1677
male,353,1205
male,428,4874
male,4632,34407
male,0,44365
male,420,6092
male,3111,13017
male,682,15614
male,3411,5261
male,137,2044
male,0,76542
male,18,1084
male,4424,236939
